,WKN,Basiswert,Untere Barriere,Obere Barriere,Bewertungstag,Geld Kurs,Brief Kurs,Spread,Merkmale,Ausübungsart,Emittent,Info
328,SQ8TH0,Ölpreis WTI,"55,000 USD","95,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
329,SQ8TH2,Ölpreis WTI,"55,000 USD","105,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
330,SQ8TJA,Ölpreis WTI,"60,000 USD","115,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
331,SQ8TLK,Ölpreis Brent,"55,000 USD","110,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
332,SQ8TLP,Ölpreis Brent,"60,000 USD","110,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
333,SQ8TH3,Ölpreis WTI,"55,000 USD","110,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
334,SQ8TL0,Ölpreis Brent,"70,000 USD","110,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
335,SQ8TLL,Ölpreis Brent,"55,000 USD","115,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
336,SQ8TLZ,Ölpreis Brent,"70,000 USD","105,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
337,SQ8TLQ,Ölpreis Brent,"60,000 USD","115,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
338,SQ8TJM,Ölpreis Brent,"40,000 USD","110,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
339,SQ8TJR,Ölpreis Brent,"45,000 USD","95,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
340,SQ8TJS,Ölpreis Brent,"45,000 USD","100,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
341,SQ8TKC,Ölpreis Brent,"60,000 USD","110,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
342,SQ8TKL,Ölpreis Brent,"65,000 USD","120,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
343,SQ8TJT,Ölpreis Brent,"45,000 USD","105,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
344,SQ8TKM,Ölpreis Brent,"65,000 USD","125,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
345,SQ8TKD,Ölpreis Brent,"60,000 USD","115,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
346,SQ8TKN,Ölpreis Brent,"70,000 USD","105,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
347,SQ8TH7,Ölpreis WTI,"60,000 USD","100,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
348,SQ8TKP,Ölpreis Brent,"70,000 USD","110,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
349,SQ8TJJ,Ölpreis Brent,"40,000 USD","95,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
350,SQ8TJQ,Ölpreis Brent,"40,000 USD","125,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
351,SQ8TJK,Ölpreis Brent,"40,000 USD","100,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
352,SQ8TJP,Ölpreis Brent,"40,000 USD","120,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
353,SQ8TJV,Ölpreis Brent,"45,000 USD","115,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
354,SQ8TJU,Ölpreis Brent,"45,000 USD","110,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
355,SQ8TJX,Ölpreis Brent,"45,000 USD","125,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
356,SQ8TJY,Ölpreis Brent,"50,000 USD","95,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
357,SQ8TJ1,Ölpreis Brent,"50,000 USD","110,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
358,SQ8TJ3,Ölpreis Brent,"50,000 USD","120,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
359,SQ8TJ8,Ölpreis Brent,"55,000 USD","110,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
360,SQ8TJ4,Ölpreis Brent,"50,000 USD","125,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
361,SQ8TJ0,Ölpreis Brent,"50,000 USD","105,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
362,SQ8TKB,Ölpreis Brent,"60,000 USD","105,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
363,SQ8TKA,Ölpreis Brent,"60,000 USD","100,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
364,SQ8TKR,Ölpreis Brent,"70,000 USD","120,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
365,SQ8TKG,Ölpreis Brent,"65,000 USD","100,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
366,SQ8TKJ,Ölpreis Brent,"65,000 USD","110,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
367,SQ8TJ9,Ölpreis Brent,"55,000 USD","115,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
368,SQ8TKH,Ölpreis Brent,"65,000 USD","105,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
369,SQ8TKS,Ölpreis Brent,"70,000 USD","125,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
370,SQ8TKK,Ölpreis Brent,"65,000 USD","115,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
371,SQ8TH4,Ölpreis WTI,"55,000 USD","115,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
372,SQ8TK1,Ölpreis Brent,"40,000 USD","125,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
373,SQ8TK3,Ölpreis Brent,"45,000 USD","100,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
374,SQ8TH8,Ölpreis WTI,"60,000 USD","105,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
375,SQ8TKZ,Ölpreis Brent,"40,000 USD","115,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
376,SQ8TK8,Ölpreis Brent,"45,000 USD","125,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
377,SQ8TLA,Ölpreis Brent,"50,000 USD","100,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
378,SQ8TLJ,Ölpreis Brent,"55,000 USD","105,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
379,SQ8TLH,Ölpreis Brent,"55,000 USD","100,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
380,SQ8TLX,Ölpreis Brent,"65,000 USD","120,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
381,SQ8TLR,Ölpreis Brent,"60,000 USD","120,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
382,SQ8TLB,Ölpreis Brent,"50,000 USD","105,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
383,SQ8TLS,Ölpreis Brent,"60,000 USD","125,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
384,SQ8TLY,Ölpreis Brent,"65,000 USD","125,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
385,SQ8TKF,Ölpreis Brent,"60,000 USD","125,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
386,SQ8TJL,Ölpreis Brent,"40,000 USD","105,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
387,SQ8TJN,Ölpreis Brent,"40,000 USD","115,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
388,SQ8TJW,Ölpreis Brent,"45,000 USD","120,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
389,SQ8TJZ,Ölpreis Brent,"50,000 USD","100,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
390,SQ8TJ2,Ölpreis Brent,"50,000 USD","115,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
391,SQ8TJ5,Ölpreis Brent,"55,000 USD","95,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
392,SQ8TJ6,Ölpreis Brent,"55,000 USD","100,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
393,SQ8TKE,Ölpreis Brent,"60,000 USD","120,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
394,SQ8TJ7,Ölpreis Brent,"55,000 USD","105,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
395,SQ8TKX,Ölpreis Brent,"40,000 USD","105,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
396,SQ8TK5,Ölpreis Brent,"45,000 USD","110,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
397,SQ8TKY,Ölpreis Brent,"40,000 USD","110,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
398,SQ8TK4,Ölpreis Brent,"45,000 USD","105,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
399,SQ8TL3,Ölpreis Brent,"70,000 USD","125,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
400,SQ8TLU,Ölpreis Brent,"65,000 USD","105,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
401,SQ8TLT,Ölpreis Brent,"65,000 USD","100,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
402,SQ8TLF,Ölpreis Brent,"50,000 USD","125,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
403,SQ8TLE,Ölpreis Brent,"50,000 USD","120,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
404,SQ8TKW,Ölpreis Brent,"40,000 USD","100,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
405,SQ8TK7,Ölpreis Brent,"45,000 USD","120,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
406,SQ8TLD,Ölpreis Brent,"50,000 USD","115,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
407,SQ8TLM,Ölpreis Brent,"55,000 USD","125,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
408,SQ8TLC,Ölpreis Brent,"50,000 USD","110,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
409,SQ8TKQ,Ölpreis Brent,"70,000 USD","115,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
410,SQ8TH6,Ölpreis WTI,"60,000 USD","95,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
411,SQ8TK0,Ölpreis Brent,"40,000 USD","120,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
412,SQ8TK6,Ölpreis Brent,"45,000 USD","115,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
413,SQ8TLW,Ölpreis Brent,"65,000 USD","115,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
414,,,,,,,,,,,,
415,SQ8TLV,Ölpreis Brent,"65,000 USD","110,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
416,SQ8TLN,Ölpreis Brent,"60,000 USD","105,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
417,SQ8TL2,Ölpreis Brent,"70,000 USD","120,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
418,SQ8TL1,Ölpreis Brent,"70,000 USD","115,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
419,SQ8TH9,Ölpreis WTI,"60,000 USD","110,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
420,SQ8WRR,Ölpreis WTI,"45,000 USD","120,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
421,SQ8WRQ,Ölpreis WTI,"40,000 USD","120,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
422,SQ8WRS,Ölpreis WTI,"50,000 USD","120,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
423,SQ8WRU,Ölpreis Brent,"40,000 USD","130,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
424,SQ8WRW,Ölpreis Brent,"50,000 USD","130,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
425,SQ8WRV,Ölpreis Brent,"45,000 USD","130,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
426,SQ8WR7,Ölpreis Brent,"65,000 USD","130,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
427,SQ8WR2,Ölpreis Brent,"40,000 USD","130,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
428,SQ8WR5,Ölpreis Brent,"55,000 USD","120,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
429,SQ8WR4,Ölpreis Brent,"50,000 USD","130,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
430,SQ8WRZ,Ölpreis Brent,"65,000 USD","130,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
431,SQ8WRY,Ölpreis Brent,"55,000 USD","125,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
432,SQ8WRX,Ölpreis Brent,"55,000 USD","120,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
433,SQ8WR6,Ölpreis Brent,"60,000 USD","100,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
434,SQ8WR3,Ölpreis Brent,"45,000 USD","130,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
435,SQ82GL,Ölpreis Brent,"45,000 USD","110,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
436,SQ82GR,Ölpreis Brent,"50,000 USD","115,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
437,SQ82GV,Ölpreis Brent,"55,000 USD","110,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
438,SQ82F4,Ölpreis Brent,"60,000 USD","95,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
439,SQ82GY,Ölpreis Brent,"65,000 USD","130,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
440,SQ82GQ,Ölpreis Brent,"50,000 USD","110,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
441,SQ82GS,Ölpreis Brent,"50,000 USD","125,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
442,SQ82GM,Ölpreis Brent,"45,000 USD","115,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
443,SQ82GN,Ölpreis Brent,"45,000 USD","130,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
444,SQ82GF,Ölpreis Brent,"70,000 USD","130,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
445,SQ82F3,Ölpreis Brent,"55,000 USD","130,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
446,SQ82F7,Ölpreis Brent,"70,000 USD","100,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
447,SQ82GU,Ölpreis Brent,"55,000 USD","105,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
448,SQ82F5,Ölpreis Brent,"60,000 USD","130,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
449,SQ82F6,Ölpreis Brent,"65,000 USD","95,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
450,SQ82GW,Ölpreis Brent,"60,000 USD","105,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
451,SQ82GX,Ölpreis Brent,"65,000 USD","110,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
452,SQ82GP,Ölpreis Brent,"50,000 USD","105,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
453,SQ82F8,Ölpreis Brent,"70,000 USD","130,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
454,SQ82GT,Ölpreis Brent,"50,000 USD","130,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
455,SQ82GB,Ölpreis Brent,"55,000 USD","130,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
456,SQ82GD,Ölpreis Brent,"60,000 USD","130,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
457,SQ82HK,Ölpreis WTI,"55,000 USD","120,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
458,SQ82H2,Ölpreis WTI,"60,000 USD","105,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
459,SQ82H0,Ölpreis WTI,"45,000 USD","115,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
460,SQ82HL,Ölpreis WTI,"60,000 USD","120,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
461,SQ82H3,Ölpreis WTI,"60,000 USD","115,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
462,SQ82HU,Ölpreis WTI,"40,000 USD","95,000 USD",17.10.2023,"9,820 EUR","9,970 EUR","1,505 %",,Europäisch,Société Générale,
463,SQ82HV,Ölpreis WTI,"40,000 USD","100,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
464,SQ82HX,Ölpreis WTI,"40,000 USD","115,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
465,SQ82HY,Ölpreis WTI,"45,000 USD","100,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
466,SQ82HW,Ölpreis WTI,"40,000 USD","105,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
467,SQ82HZ,Ölpreis WTI,"45,000 USD","105,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
468,SV1D31,Ölpreis Brent,"70,000 USD","95,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
469,SV1D4V,Ölpreis WTI,"45,000 USD","110,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
470,SV1D4Z,Ölpreis WTI,"50,000 USD","110,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
471,SV1D4Y,Ölpreis WTI,"50,000 USD","105,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
472,SV1D4C,Ölpreis WTI,"35,000 USD","110,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
473,SV1D4W,Ölpreis WTI,"45,000 USD","115,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
474,SV1D4P,Ölpreis WTI,"60,000 USD","100,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
475,SV1D47,Ölpreis WTI,"60,000 USD","110,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
476,SV1D4B,Ölpreis WTI,"35,000 USD","100,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
477,SV1D4Q,Ölpreis WTI,"35,000 USD","105,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
478,SV1D4K,Ölpreis WTI,"55,000 USD","100,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
479,SV1D4E,Ölpreis WTI,"40,000 USD","110,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
480,SV1D44,Ölpreis WTI,"55,000 USD","115,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
481,SV1D4A,Ölpreis WTI,"35,000 USD","95,000 USD",17.10.2023,"9,800 EUR","9,950 EUR","1,508 %",,Europäisch,Société Générale,
482,SV1D43,Ölpreis WTI,"55,000 USD","110,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
483,SV1D4L,Ölpreis WTI,"55,000 USD","105,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
484,SV1D4X,Ölpreis WTI,"50,000 USD","100,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
485,SV1D42,Ölpreis WTI,"55,000 USD","100,000 USD",15.11.2023,"9,800 EUR","9,950 EUR","1,508 %",,Europäisch,Société Générale,
486,SV1D4G,Ölpreis WTI,"50,000 USD","110,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
487,SV1D40,Ölpreis WTI,"50,000 USD","115,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
488,SV1D4M,Ölpreis WTI,"55,000 USD","110,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
489,SV1D4R,Ölpreis WTI,"35,000 USD","110,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
490,SV1Q49,Ölpreis Brent,"40,000 USD","100,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
491,SV1Q5J,Ölpreis Brent,"45,000 USD","120,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
492,SV1Q5Y,Ölpreis Brent,"60,000 USD","115,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
493,SV1Q5R,Ölpreis Brent,"55,000 USD","115,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
494,SV1Q5F,Ölpreis Brent,"40,000 USD","130,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
495,SV1Q5K,Ölpreis Brent,"45,000 USD","125,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
496,SV1Q55,Ölpreis Brent,"65,000 USD","120,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
497,SV1Q5G,Ölpreis Brent,"45,000 USD","100,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
498,SV1Q5C,Ölpreis Brent,"40,000 USD","115,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
499,SV1Q5X,Ölpreis Brent,"60,000 USD","110,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
500,SV1Q5T,Ölpreis Brent,"55,000 USD","125,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
501,SV1Q5M,Ölpreis Brent,"50,000 USD","100,000 USD",26.10.2023,"9,790 EUR","9,940 EUR","1,509 %",,Europäisch,Société Générale,
502,SV1Q5Z,Ölpreis Brent,"60,000 USD","120,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
503,SV1Q5E,Ölpreis Brent,"40,000 USD","125,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
504,SV1Q5A,Ölpreis Brent,"40,000 USD","105,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
