,WKN,Basiswert,Untere Barriere,Obere Barriere,Bewertungstag,Geld Kurs,Brief Kurs,Spread,Merkmale,Ausübungsart,Emittent,Info
863,SV69BP,NASDAQ 100,"11.000,00 Pkt.","18.000,00 Pkt.",20.10.2023,"9,760 EUR","9,910 EUR","1,51 %",,Europäisch,Société Générale,
864,SV79NM,Apple,"120,000 USD","220,000 USD",20.10.2023,"9,750 EUR","9,900 EUR","1,515 %",,Europäisch,Société Générale,
865,SV2UH0,Allianz,"160,000 EUR","240,000 EUR",15.09.2023,"9,790 EUR","9,940 EUR","1,509 %",,Europäisch,Société Générale,
866,SV4LBE,Allianz,"160,000 EUR","260,000 EUR",20.10.2023,"9,770 EUR","9,920 EUR","1,512 %",,Europäisch,Société Générale,
867,SV6DAT,Alphabet C (Google),"110,000 USD","160,000 USD",15.09.2023,"9,740 EUR","9,890 EUR","1,517 %",,Europäisch,Société Générale,
868,SV6DAU,Alphabet C (Google),"110,000 USD","170,000 USD",15.09.2023,"9,740 EUR","9,890 EUR","1,517 %",,Europäisch,Société Générale,
869,SV6DBK,Apple,"140,000 USD","200,000 USD",15.09.2023,"9,740 EUR","9,890 EUR","1,517 %",,Europäisch,Société Générale,
870,SV6KYF,Deutsche Post,"35,000 EUR","50,000 EUR",15.09.2023,"9,780 EUR","9,930 EUR","1,511 %",,Europäisch,Société Générale,
871,SV6TMQ,Alphabet C (Google),"110,000 USD","180,000 USD",15.09.2023,"9,730 EUR","9,880 EUR","1,518 %",,Europäisch,Société Générale,
872,SV6VLG,Netflix,"340,000 USD","560,000 USD",15.09.2023,"9,720 EUR","9,870 EUR","1,520 %",,Europäisch,Société Générale,
873,SV69BQ,NASDAQ 100,"11.000,00 Pkt.","18.500,00 Pkt.",20.10.2023,"9,760 EUR","9,910 EUR","1,51 %",,Europäisch,Société Générale,
874,SV9R1P,Ölpreis Brent,"60,000 USD","125,000 USD",26.01.2024,"9,780 EUR","9,930 EUR","1,511 %",,Europäisch,Société Générale,
875,SV2UH4,Allianz,"180,000 EUR","240,000 EUR",15.09.2023,"9,760 EUR","9,910 EUR","1,514 %",,Europäisch,Société Générale,
876,SV4H2B,Allianz,"170,000 EUR","240,000 EUR",15.09.2023,"9,780 EUR","9,930 EUR","1,511 %",,Europäisch,Société Générale,
877,SV6DBQ,Apple,"150,000 USD","230,000 USD",15.09.2023,"9,710 EUR","9,860 EUR","1,521 %",,Europäisch,Société Générale,
878,SV6DBR,Apple,"150,000 USD","250,000 USD",15.09.2023,"9,700 EUR","9,850 EUR","1,523 %",,Europäisch,Société Générale,
879,SW1H44,Ölpreis WTI,"60,000 USD","120,000 USD",14.12.2023,"9,770 EUR","9,920 EUR","1,512 %",,Europäisch,Société Générale,
880,SV4GPV,NASDAQ 100,"12.500,00 Pkt.","16.500,00 Pkt.",15.09.2023,"9,760 EUR","9,910 EUR","1,51 %",,Europäisch,Société Générale,
881,SV4LJ8,Siemens,"100,000 EUR","180,000 EUR",20.10.2023,"9,730 EUR","9,880 EUR","1,518 %",,Europäisch,Société Générale,
882,SV4LGM,Mercedes-Benz Group (Daimler),"40,000 EUR","80,000 EUR",20.10.2023,"9,700 EUR","9,850 EUR","1,523 %",,Europäisch,Société Générale,
883,SV6DBP,Apple,"150,000 USD","210,000 USD",15.09.2023,"9,700 EUR","9,850 EUR","1,523 %",,Europäisch,Société Générale,
884,SV6DAS,Alphabet C (Google),"110,000 USD","150,000 USD",15.09.2023,"9,710 EUR","9,860 EUR","1,521 %",,Europäisch,Société Générale,
885,SV6H4B,Siemens,"80,000 EUR","180,000 EUR",17.11.2023,"9,720 EUR","9,870 EUR","1,520 %",,Europäisch,Société Générale,
886,SV6KTE,Bayer,"30,000 EUR","65,000 EUR",20.10.2023,"9,730 EUR","9,880 EUR","1,518 %",,Europäisch,Société Générale,
887,SV6KSH,Allianz,"170,000 EUR","270,000 EUR",20.10.2023,"9,720 EUR","9,870 EUR","1,520 %",,Europäisch,Société Générale,
888,SV6K4E,Siemens,"100,000 EUR","190,000 EUR",20.10.2023,"9,730 EUR","9,880 EUR","1,518 %",,Europäisch,Société Générale,
889,SV6VLF,Netflix,"340,000 USD","520,000 USD",15.09.2023,"9,710 EUR","9,860 EUR","1,521 %",,Europäisch,Société Générale,
890,SV60KX,Allianz,"170,000 EUR","300,000 EUR",20.10.2023,"9,730 EUR","9,880 EUR","1,518 %",,Europäisch,Société Générale,
891,SV60KV,Allianz,"170,000 EUR","280,000 EUR",20.10.2023,"9,720 EUR","9,870 EUR","1,520 %",,Europäisch,Société Générale,
892,SV60KW,Allianz,"170,000 EUR","290,000 EUR",20.10.2023,"9,720 EUR","9,870 EUR","1,520 %",,Europäisch,Société Générale,
893,SV7AKH,Apple,"150,000 USD","240,000 USD",15.09.2023,"9,710 EUR","9,860 EUR","1,521 %",,Europäisch,Société Générale,
894,SV7AKJ,Apple,"150,000 USD","260,000 USD",15.09.2023,"9,710 EUR","9,860 EUR","1,521 %",,Europäisch,Société Générale,
895,SV7ALH,Netflix,"260,000 USD","500,000 USD",15.09.2023,"9,700 EUR","9,850 EUR","1,523 %",,Europäisch,Société Générale,
896,SV22ZW,Deutsche Telekom,"15,000 EUR","25,000 EUR",15.09.2023,"9,730 EUR","9,880 EUR","1,518 %",,Europäisch,Société Générale,
897,SV4LBU,Bayer,"40,000 EUR","70,000 EUR",20.10.2023,"9,720 EUR","9,870 EUR","1,520 %",,Europäisch,Société Générale,
898,SV4LDL,Deutsche Post,"30,000 EUR","50,000 EUR",20.10.2023,"9,690 EUR","9,840 EUR","1,524 %",,Europäisch,Société Générale,
899,SV6KS8,Bayer,"30,000 EUR","60,000 EUR",15.09.2023,"9,730 EUR","9,880 EUR","1,518 %",,Europäisch,Société Générale,
900,SV6TPY,Netflix,"240,000 USD","500,000 USD",15.09.2023,"9,700 EUR","9,850 EUR","1,523 %",,Europäisch,Société Générale,
901,SV6TMZ,Apple,"150,000 USD","220,000 USD",15.09.2023,"9,710 EUR","9,860 EUR","1,521 %",,Europäisch,Société Générale,
902,SV9HSQ,Apple,"100,000 USD","210,000 USD",20.10.2023,"9,700 EUR","9,850 EUR","1,523 %",,Europäisch,Société Générale,
903,SV6KTG,Bayer,"35,000 EUR","65,000 EUR",20.10.2023,"9,710 EUR","9,860 EUR","1,521 %",,Europäisch,Société Générale,
904,SV6KS9,Bayer,"35,000 EUR","60,000 EUR",15.09.2023,"9,710 EUR","9,860 EUR","1,521 %",,Europäisch,Société Générale,
905,SV6KSG,Allianz,"170,000 EUR","260,000 EUR",20.10.2023,"9,720 EUR","9,870 EUR","1,520 %",,Europäisch,Société Générale,
906,SV6K4D,Siemens,"100,000 EUR","170,000 EUR",20.10.2023,"9,710 EUR","9,860 EUR","1,521 %",,Europäisch,Société Générale,
907,SV7L7C,Mercedes-Benz Group (Daimler),"40,000 EUR","90,000 EUR",17.11.2023,"9,700 EUR","9,850 EUR","1,523 %",,Europäisch,Société Générale,
908,SV79NN,Apple,"130,000 USD","220,000 USD",20.10.2023,"9,700 EUR","9,850 EUR","1,523 %",,Europäisch,Société Générale,
909,SV9HVF,Netflix,"250,000 USD","600,000 USD",20.10.2023,"9,700 EUR","9,850 EUR","1,523 %",,Europäisch,Société Générale,
910,SV2UJW,BMW,"80,000 EUR","140,000 EUR",15.09.2023,"9,720 EUR","9,870 EUR","1,520 %",,Europäisch,Société Générale,
911,SV4URG,Ölpreis Brent,"65,000 USD","120,000 USD",27.11.2023,"9,740 EUR","9,890 EUR","1,517 %",,Europäisch,Société Générale,
912,SV7FL8,Siemens,"90,000 EUR","190,000 EUR",17.11.2023,"9,700 EUR","9,850 EUR","1,523 %",,Europäisch,Société Générale,
913,SV9HUH,Microsoft,"240,000 USD","400,000 USD",20.10.2023,"9,700 EUR","9,850 EUR","1,523 %",,Europäisch,Société Générale,
914,SV6DE0,Netflix,"320,000 USD","500,000 USD",15.09.2023,"9,660 EUR","9,810 EUR","1,529 %",,Europäisch,Société Générale,
915,SV6K2G,Mercedes-Benz Group (Daimler),"50,000 EUR","85,000 EUR",20.10.2023,"9,670 EUR","9,820 EUR","1,527 %",,Europäisch,Société Générale,
916,SV6KYJ,Deutsche Telekom,"12,000 EUR","24,000 EUR",20.10.2023,"9,690 EUR","9,840 EUR","1,524 %",,Europäisch,Société Générale,
917,SV6K2D,Mercedes-Benz Group (Daimler),"45,000 EUR","80,000 EUR",20.10.2023,"9,670 EUR","9,820 EUR","1,527 %",,Europäisch,Société Générale,
918,SV69BR,NASDAQ 100,"11.500,00 Pkt.","18.000,00 Pkt.",20.10.2023,"9,680 EUR","9,830 EUR","1,53 %",,Europäisch,Société Générale,
919,,,,,,,,,,,,
920,SV7FKA,Mercedes-Benz Group (Daimler),"40,000 EUR","85,000 EUR",17.11.2023,"9,670 EUR","9,820 EUR","1,527 %",,Europäisch,Société Générale,
921,SV9HSR,Apple,"110,000 USD","210,000 USD",20.10.2023,"9,690 EUR","9,840 EUR","1,524 %",,Europäisch,Société Générale,
922,SW1HTM,Microsoft,"200,000 USD","420,000 USD",17.11.2023,"9,690 EUR","9,840 EUR","1,524 %",,Europäisch,Société Générale,
923,SV4H2L,Allianz,"190,000 EUR","240,000 EUR",15.09.2023,"9,730 EUR","9,880 EUR","1,518 %",,Europäisch,Société Générale,
924,SV6H1A,BASF,"30,000 EUR","60,000 EUR",17.11.2023,"9,670 EUR","9,820 EUR","1,527 %",,Europäisch,Société Générale,
925,SV6LMB,NASDAQ 100,"11.500,00 Pkt.","17.500,00 Pkt.",20.10.2023,"9,690 EUR","9,840 EUR","1,52 %",,Europäisch,Société Générale,
926,SV6VLA,Netflix,"300,000 USD","500,000 USD",15.09.2023,"9,700 EUR","9,850 EUR","1,523 %",,Europäisch,Société Générale,
927,SV60K3,Allianz,"160,000 EUR","300,000 EUR",17.11.2023,"9,670 EUR","9,820 EUR","1,527 %",,Europäisch,Société Générale,
928,SV60K2,Allianz,"160,000 EUR","280,000 EUR",17.11.2023,"9,670 EUR","9,820 EUR","1,527 %",,Europäisch,Société Générale,
929,SV69BS,NASDAQ 100,"11.500,00 Pkt.","18.500,00 Pkt.",20.10.2023,"9,690 EUR","9,840 EUR","1,52 %",,Europäisch,Société Générale,
930,SV7FL7,Siemens,"90,000 EUR","180,000 EUR",17.11.2023,"9,680 EUR","9,830 EUR","1,526 %",,Europäisch,Société Générale,
931,SV9HRT,Alphabet C (Google),"100,000 USD","170,000 USD",20.10.2023,"9,690 EUR","9,840 EUR","1,524 %",,Europäisch,Société Générale,
932,SV9HRU,Alphabet C (Google),"100,000 USD","180,000 USD",20.10.2023,"9,690 EUR","9,840 EUR","1,524 %",,Europäisch,Société Générale,
933,SV9HSS,Apple,"120,000 USD","210,000 USD",20.10.2023,"9,660 EUR","9,810 EUR","1,529 %",,Europäisch,Société Générale,
934,SV2UJV,BMW,"80,000 EUR","120,000 EUR",15.09.2023,"9,670 EUR","9,820 EUR","1,527 %",,Europäisch,Société Générale,
935,SV4VHC,Bayer,"45,000 EUR","85,000 EUR",15.09.2023,"9,670 EUR","9,820 EUR","1,527 %",,Europäisch,Société Générale,
936,SV7AGM,Deutsche Telekom,"15,000 EUR","22,000 EUR",15.09.2023,"9,670 EUR","9,820 EUR","1,527 %",,Europäisch,Société Générale,
937,SV7AKG,Apple,"150,000 USD","200,000 USD",15.09.2023,"9,640 EUR","9,790 EUR","1,532 %",,Europäisch,Société Générale,
938,SV73JE,Ölpreis Brent,"45,000 USD","105,000 USD",26.01.2024,"9,610 EUR","9,760 EUR","1,537 %",,Europäisch,Société Générale,
939,SV1D4J,Ölpreis WTI,"55,000 USD","95,000 USD",17.10.2023,"9,570 EUR","9,720 EUR","1,543 %",,Europäisch,Société Générale,
940,SV4H28,Bayer,"45,000 EUR","75,000 EUR",15.09.2023,"9,670 EUR","9,820 EUR","1,527 %",,Europäisch,Société Générale,
941,SV4LGQ,Mercedes-Benz Group (Daimler),"50,000 EUR","100,000 EUR",20.10.2023,"9,670 EUR","9,820 EUR","1,527 %",,Europäisch,Société Générale,
942,SV6KTJ,Bayer,"40,000 EUR","65,000 EUR",20.10.2023,"9,670 EUR","9,820 EUR","1,527 %",,Europäisch,Société Générale,
943,SV6KTA,Bayer,"40,000 EUR","60,000 EUR",15.09.2023,"9,670 EUR","9,820 EUR","1,527 %",,Europäisch,Société Générale,
944,SV9R2E,Ölpreis WTI,"60,000 USD","115,000 USD",14.12.2023,"9,680 EUR","9,830 EUR","1,526 %",,Europäisch,Société Générale,
945,SV4H27,Bayer,"45,000 EUR","70,000 EUR",15.09.2023,"9,660 EUR","9,810 EUR","1,529 %",,Europäisch,Société Générale,
946,SV4LBS,Bayer,"45,000 EUR","80,000 EUR",15.09.2023,"9,670 EUR","9,820 EUR","1,527 %",,Europäisch,Société Générale,
947,SV4LGP,Mercedes-Benz Group (Daimler),"50,000 EUR","90,000 EUR",20.10.2023,"9,670 EUR","9,820 EUR","1,527 %",,Europäisch,Société Générale,
948,SV6LMF,NASDAQ 100,"9.500,00 Pkt.","18.500,00 Pkt.",15.12.2023,"9,670 EUR","9,820 EUR","1,53 %",,Europäisch,Société Générale,
949,SV6TP1,Netflix,"280,000 USD","500,000 USD",15.09.2023,"9,690 EUR","9,840 EUR","1,524 %",,Europäisch,Société Générale,
950,SV7ZD6,Ölpreis Brent,"55,000 USD","110,000 USD",26.01.2024,"9,620 EUR","9,770 EUR","1,535 %",,Europäisch,Société Générale,
951,SV9HRS,Alphabet C (Google),"100,000 USD","160,000 USD",20.10.2023,"9,640 EUR","9,790 EUR","1,532 %",,Europäisch,Société Générale,
952,SV9JFU,Bayer,"42,000 EUR","72,000 EUR",20.10.2023,"9,660 EUR","9,810 EUR","1,529 %",,Europäisch,Société Générale,
953,SV4LBK,Allianz,"180,000 EUR","320,000 EUR",20.10.2023,"9,640 EUR","9,790 EUR","1,532 %",,Europäisch,Société Générale,
954,SV6KSM,Allianz,"180,000 EUR","290,000 EUR",20.10.2023,"9,640 EUR","9,790 EUR","1,532 %",,Europäisch,Société Générale,
955,SV6VK1,Netflix,"200,000 USD","500,000 USD",15.09.2023,"9,700 EUR","9,850 EUR","1,523 %",,Europäisch,Société Générale,
956,SV69B5,NASDAQ 100,"10.000,00 Pkt.","19.000,00 Pkt.",15.12.2023,"9,630 EUR","9,780 EUR","1,53 %",,Europäisch,Société Générale,
957,SV7FKD,Mercedes-Benz Group (Daimler),"45,000 EUR","90,000 EUR",17.11.2023,"9,630 EUR","9,780 EUR","1,534 %",,Europäisch,Société Générale,
958,SV7L7D,Mercedes-Benz Group (Daimler),"40,000 EUR","90,000 EUR",15.12.2023,"9,610 EUR","9,760 EUR","1,537 %",,Europäisch,Société Générale,
959,SV7ZDL,Ölpreis WTI,"50,000 USD","100,000 USD",14.12.2023,"9,580 EUR","9,730 EUR","1,542 %",,Europäisch,Société Générale,
960,SV9JFT,Bayer,"42,000 EUR","70,000 EUR",20.10.2023,"9,650 EUR","9,800 EUR","1,531 %",,Europäisch,Société Générale,
961,SV4LBH,Allianz,"180,000 EUR","280,000 EUR",20.10.2023,"9,640 EUR","9,790 EUR","1,532 %",,Europäisch,Société Générale,
962,SV4LBJ,Allianz,"180,000 EUR","300,000 EUR",20.10.2023,"9,630 EUR","9,780 EUR","1,534 %",,Europäisch,Société Générale,
963,SV4R8C,Deutsche Telekom,"16,000 EUR","24,000 EUR",15.09.2023,"9,650 EUR","9,800 EUR","1,531 %",,Europäisch,Société Générale,
964,SV6KSN,Allianz,"180,000 EUR","310,000 EUR",20.10.2023,"9,630 EUR","9,780 EUR","1,534 %",,Europäisch,Société Générale,
965,SV6KSL,Allianz,"180,000 EUR","270,000 EUR",20.10.2023,"9,640 EUR","9,790 EUR","1,532 %",,Europäisch,Société Générale,
966,SV6LL7,NASDAQ 100,"13.000,00 Pkt.","17.000,00 Pkt.",15.09.2023,"9,640 EUR","9,790 EUR","1,53 %",,Europäisch,Société Générale,
967,SV7AGS,Deutsche Telekom,"16,000 EUR","25,000 EUR",15.09.2023,"9,650 EUR","9,800 EUR","1,531 %",,Europäisch,Société Générale,
968,SV7AGU,Deutsche Telekom,"16,000 EUR","27,000 EUR",15.09.2023,"9,650 EUR","9,800 EUR","1,531 %",,Europäisch,Société Générale,
969,SV7AGV,Deutsche Telekom,"16,000 EUR","28,000 EUR",15.09.2023,"9,650 EUR","9,800 EUR","1,531 %",,Europäisch,Société Générale,
970,SV7AGT,Deutsche Telekom,"16,000 EUR","26,000 EUR",15.09.2023,"9,650 EUR","9,800 EUR","1,531 %",,Europäisch,Société Générale,
971,SV9JFS,Bayer,"42,000 EUR","68,000 EUR",20.10.2023,"9,640 EUR","9,790 EUR","1,532 %",,Europäisch,Société Générale,
972,SV4LGN,Mercedes-Benz Group (Daimler),"50,000 EUR","80,000 EUR",20.10.2023,"9,600 EUR","9,750 EUR","1,538 %",,Europäisch,Société Générale,
973,SV4LBG,Allianz,"180,000 EUR","260,000 EUR",20.10.2023,"9,640 EUR","9,790 EUR","1,532 %",,Europäisch,Société Générale,
974,SV4NBJ,Bayer,"45,000 EUR","65,000 EUR",15.09.2023,"9,640 EUR","9,790 EUR","1,532 %",,Europäisch,Société Générale,
975,SV6LMG,NASDAQ 100,"10.000,00 Pkt.","18.500,00 Pkt.",15.12.2023,"9,610 EUR","9,760 EUR","1,54 %",,Europäisch,Société Générale,
976,SV7AGA,Deutsche Telekom,"10,000 EUR","21,000 EUR",15.09.2023,"9,620 EUR","9,770 EUR","1,535 %",,Europäisch,Société Générale,
977,SV7AGR,Deutsche Telekom,"16,000 EUR","23,000 EUR",15.09.2023,"9,630 EUR","9,780 EUR","1,534 %",,Europäisch,Société Générale,
978,SV7FCT,BASF,"30,000 EUR","55,000 EUR",20.10.2023,"9,620 EUR","9,770 EUR","1,535 %",,Europäisch,Société Générale,
979,SV7FKC,Mercedes-Benz Group (Daimler),"45,000 EUR","85,000 EUR",17.11.2023,"9,610 EUR","9,760 EUR","1,537 %",,Europäisch,Société Générale,
980,SV9HST,Apple,"130,000 USD","210,000 USD",20.10.2023,"9,610 EUR","9,760 EUR","1,537 %",,Europäisch,Société Générale,
981,SV9R1N,Ölpreis Brent,"60,000 USD","120,000 USD",26.01.2024,"9,650 EUR","9,800 EUR","1,531 %",,Europäisch,Société Générale,
982,SW1HS5,Apple,"100,000 USD","220,000 USD",17.11.2023,"9,610 EUR","9,760 EUR","1,537 %",,Europäisch,Société Générale,
983,SV4URF,Ölpreis Brent,"65,000 USD","115,000 USD",27.11.2023,"9,630 EUR","9,780 EUR","1,534 %",,Europäisch,Société Générale,
984,SV6GK4,NASDAQ 100,"10.000,00 Pkt.","17.000,00 Pkt.",20.10.2023,"9,650 EUR","9,800 EUR","1,53 %",,Europäisch,Société Générale,
985,SV69BD,NASDAQ 100,"13.000,00 Pkt.","17.500,00 Pkt.",15.09.2023,"9,650 EUR","9,800 EUR","1,53 %",,Europäisch,Société Générale,
986,SV7FFG,Deutsche Post,"35,000 EUR","50,000 EUR",20.10.2023,"9,570 EUR","9,720 EUR","1,543 %",,Europäisch,Société Générale,
987,SV7FFJ,Deutsche Post,"35,000 EUR","60,000 EUR",20.10.2023,"9,620 EUR","9,770 EUR","1,535 %",,Europäisch,Société Générale,
988,SV9JFR,Bayer,"42,000 EUR","66,000 EUR",20.10.2023,"9,620 EUR","9,770 EUR","1,535 %",,Europäisch,Société Générale,
989,SW1EUU,Alphabet C (Google),"90,000 USD","170,000 USD",17.11.2023,"9,600 EUR","9,750 EUR","1,538 %",,Europäisch,Société Générale,
990,SV4URD,Ölpreis Brent,"60,000 USD","105,000 USD",27.11.2023,"9,560 EUR","9,710 EUR","1,545 %",,Europäisch,Société Générale,
991,SV6H1G,BMW,"60,000 EUR","120,000 EUR",20.10.2023,"9,580 EUR","9,730 EUR","1,542 %",,Europäisch,Société Générale,
992,SV6KYK,Deutsche Telekom,"14,000 EUR","24,000 EUR",20.10.2023,"9,610 EUR","9,760 EUR","1,537 %",,Europäisch,Société Générale,
993,SV7FFH,Deutsche Post,"35,000 EUR","55,000 EUR",20.10.2023,"9,630 EUR","9,780 EUR","1,534 %",,Europäisch,Société Générale,
994,SV9HFX,NASDAQ 100,"11.000,00 Pkt.","18.500,00 Pkt.",17.11.2023,"9,610 EUR","9,760 EUR","1,54 %",,Europäisch,Société Générale,
995,SV9HFW,NASDAQ 100,"11.000,00 Pkt.","18.000,00 Pkt.",17.11.2023,"9,580 EUR","9,730 EUR","1,54 %",,Europäisch,Société Générale,
996,SV9HSV,Apple,"140,000 USD","220,000 USD",20.10.2023,"9,580 EUR","9,730 EUR","1,542 %",,Europäisch,Société Générale,
997,SW1GH3,Siemens,"80,000 EUR","180,000 EUR",15.12.2023,"9,590 EUR","9,740 EUR","1,540 %",,Europäisch,Société Générale,
998,SV4UR3,Ölpreis Brent,"60,000 USD","110,000 USD",21.12.2023,"9,590 EUR","9,740 EUR","1,540 %",,Europäisch,Société Générale,
999,SV6GKY,NASDAQ 100,"13.000,00 Pkt.","16.500,00 Pkt.",15.09.2023,"9,630 EUR","9,780 EUR","1,53 %",,Europäisch,Société Générale,
1000,SV6GLA,NASDAQ 100,"10.500,00 Pkt.","17.000,00 Pkt.",20.10.2023,"9,620 EUR","9,770 EUR","1,54 %",,Europäisch,Société Générale,
1001,SV7AGC,Deutsche Telekom,"11,000 EUR","21,000 EUR",15.09.2023,"9,600 EUR","9,750 EUR","1,538 %",,Europäisch,Société Générale,
1002,SV7FCB,Allianz,"170,000 EUR","270,000 EUR",17.11.2023,"9,600 EUR","9,750 EUR","1,538 %",,Europäisch,Société Générale,
1003,SV9JLD,Siemens,"80,000 EUR","170,000 EUR",17.11.2023,"9,580 EUR","9,730 EUR","1,542 %",,Europäisch,Société Générale,
1004,SV4Z6H,Ölpreis Brent,"35,000 USD","100,000 USD",27.11.2023,"9,430 EUR","9,580 EUR","1,566 %",,Europäisch,Société Générale,
1005,SV6K40,Siemens,"100,000 EUR","200,000 EUR",17.11.2023,"9,580 EUR","9,730 EUR","1,542 %",,Europäisch,Société Générale,
1006,SV7AGE,Deutsche Telekom,"12,000 EUR","21,000 EUR",15.09.2023,"9,580 EUR","9,730 EUR","1,542 %",,Europäisch,Société Générale,
1007,SV7FL9,Siemens,"100,000 EUR","190,000 EUR",17.11.2023,"9,580 EUR","9,730 EUR","1,542 %",,Europäisch,Société Générale,
1008,SV6H05,Allianz,"160,000 EUR","260,000 EUR",17.11.2023,"9,580 EUR","9,730 EUR","1,542 %",,Europäisch,Société Générale,
1009,SV69BT,NASDAQ 100,"12.000,00 Pkt.","18.000,00 Pkt.",20.10.2023,"9,570 EUR","9,720 EUR","1,54 %",,Europäisch,Société Générale,
